Results of Simulation 1

Time	Q_1	Q_2	Q_3	Q_4	Q_5	Q_6	Q_7	Q_8	Q_9	Q_10	Q_11	Q_12	Q_13	Q_14	Q_15	Q_16	Q_17	Q_18	Q_19	Q_20	Q_21	mass_balance
855	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
860	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
865	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
870	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
875	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
880	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
885	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
890	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
895	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
900	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
905	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
910	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
915	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
920	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
925	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
930	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
935	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
940	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
945	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
950	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
955	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
960	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
965	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
970	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
975	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
980	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
985	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
990	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
995	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999
1000	4.76837e-07	9.53674e-07	1.90735e-06	3.8147e-06	7.62939e-06	1.52588e-05	3.05176e-05	6.10351e-05	0.00012207	0.000244141	0.000488281	0.000976562	0.00195312	0.00390625	0.0078125	0.015625	0.03125	0.0625	0.125	0.25	0.5	0.999999


