Results of Simulation 1

Time	C_x_1	C_x_2	C_x_3	C_x_4	C_x_5	C_x_6	C_x_7	C_x_8	C_x_9	C_x_10	C_x_11	C_x_12	C_x_13	C_x_14	C_x_15	C_x_16	C_x_17	C_x_18	C_x_19	C_x_20	C_x_21	C_x_22	C_x_23	C_x_24	C_x_25	C_x_26	C_x_27	C_x_28	C_x_29	C_x_30	C_x_31	C_x_32	C_x_33	C_x_34	C_x_35	C_x_36	C_x_37	C_x_38	C_x_39	C_x_40	C_x_41	C_x_42	C_x_43	C_x_44	C_x_45	C_x_46	C_x_47	C_x_48	C_x_49	C_x_50	C_x_51	C_x_52	C_x_53	C_x_54	C_x_55	C_x_56	C_x_57	C_x_58	C_x_59	C_x_60	C_x_61	C_x_62	C_x_63	C_x_64	C_x_65	C_x_66	C_x_67	C_x_68	C_x_69	C_x_70	C_x_71	C_x_72	C_x_73	C_x_74	C_x_75	C_x_76	C_x_77	C_x_78	C_x_79	C_x_80	C_x_81	C_x_82	C_x_83	C_x_84	C_x_85	C_x_86	C_x_87	C_x_88	C_x_89	C_x_90	C_x_91	C_x_92	C_x_93	C_x_94	C_x_95	C_x_96	C_x_97	C_x_98	C_x_99	C_x_100
2.6	9.45586e-54	5.72161e-10	9.0894e-53	2.38293e-09	9.45738e-52	9.065e-09	9.75572e-51	3.3076e-08	9.96661e-50	1.15924e-07	1.00816e-48	3.89759e-07	1.00948e-47	1.25521e-06	1.00033e-46	3.8657e-06	9.80746e-46	1.13655e-05	9.51084e-45	3.18422e-05	9.12034e-44	8.48473e-05	8.6459e-43	0.00021459	8.10005e-42	0.000514026	7.49745e-41	0.00116356	6.85412e-40	0.00248312	6.18675e-39	0.00498374	5.5119e-38	0.00938367	4.8453e-37	0.0165328	4.20113e-36	0.0271882	3.59155e-35	0.0416296	3.02623e-34	0.0592109	2.51224e-33	0.0780669	2.05392e-32	0.0952416	1.65308e-31	0.107372	1.3092e-30	0.11176	1.01984e-29	0.107372	7.8104e-29	0.0952416	5.87802e-28	0.0780669	4.34508e-27	0.0592109	3.15325e-26	0.0416296	2.2454e-25	0.0271882	1.56811e-24	0.0165328	1.07342e-23	0.00938367	7.19842e-23	0.00498374	4.72636e-22	0.00248312	3.03656e-21	0.00116356	1.90783e-20	0.000514026	1.17146e-19	0.00021459	7.02521e-19	8.48473e-05	4.11195e-18	3.18422e-05	2.34742e-17	1.13655e-05	1.3061e-16	3.8657e-06	7.07757e-16	1.25521e-06	3.7323e-15	3.89759e-07	1.91385e-14	1.15925e-07	9.53492e-14	3.30765e-08	4.61136e-13	9.06716e-09	2.16298e-12	2.39276e-09	9.8306e-12	6.15411e-10	4.32498e-11	1.84e-10
2.65	2.84006e-53	7.47067e-10	2.68989e-52	3.06547e-09	2.76038e-51	1.1472e-08	2.80814e-50	4.11779e-08	2.82886e-49	1.41998e-07	2.82127e-48	4.69843e-07	2.78491e-47	1.48946e-06	2.7202e-46	4.51665e-06	2.62845e-45	1.30793e-05	2.51185e-44	3.61044e-05	2.37336e-43	9.4825e-05	2.21658e-42	0.000236489	2.04564e-41	0.000558878	1.86494e-40	0.00124879	1.67904e-39	0.00263234	1.49236e-38	0.00522213	1.30906e-37	0.00972655	1.13285e-36	0.0169674	9.66852e-36	0.0276543	8.13511e-35	0.0420127	6.74561e-34	0.0593619	5.51019e-33	0.0778537	4.43227e-32	0.0946162	3.50933e-31	0.106417	2.73387e-30	0.110679	2.09459e-29	0.106417	1.57759e-28	0.0946162	1.16751e-27	0.0778537	8.4859e-27	0.0593619	6.05468e-26	0.0420127	4.2386e-25	0.0276543	2.90983e-24	0.0169674	1.95793e-23	0.00972655	1.29053e-22	0.00522213	8.32797e-22	0.00263234	5.25841e-21	0.00124879	3.24679e-20	0.000558878	1.95915e-19	0.000236489	1.15457e-18	9.4825e-05	6.64078e-18	3.61044e-05	3.72538e-17	1.30793e-05	2.03688e-16	4.51665e-06	1.08465e-15	1.48946e-06	5.62092e-15	4.69843e-07	2.83256e-14	1.41998e-07	1.38692e-13	4.11785e-08	6.59248e-13	1.14751e-08	3.03941e-12	3.07905e-09	1.3579e-11	8.05798e-10	5.87308e-11	2.45664e-10
2.7	8.36242e-53	9.68131e-10	7.80475e-52	3.91551e-09	7.90028e-51	1.44208e-08	7.92689e-50	5.094e-08	7.8751e-49	1.72902e-07	7.74453e-48	5.63235e-07	7.53727e-47	1.75829e-06	7.25777e-46	5.25199e-06	6.91274e-45	1.49855e-05	6.51085e-44	4.07731e-05	6.06243e-43	0.000105592	5.57897e-42	0.000259779	5.07261e-41	0.000605906	4.55564e-40	0.00133694	4.03991e-39	0.00278462	3.53639e-38	0.0054623	3.05471e-37	0.0100677	2.60289e-36	0.0173943	2.18708e-35	0.0281062	1.81151e-34	0.0423775	1.4785e-33	0.0594969	1.18861e-32	0.0776348	9.40868e-32	0.0940011	7.33009e-31	0.105487	5.61825e-30	0.109629	4.23465e-29	0.105487	3.13738e-28	0.0940011	2.28376e-27	0.0776348	1.63255e-26	0.0594969	1.14552e-25	0.0423775	7.8858e-25	0.0281062	5.3232e-24	0.0173943	3.52173e-23	0.0100677	2.28222e-22	0.0054623	1.44789e-21	0.00278462	8.98759e-21	0.00133694	5.4553e-20	0.000605906	3.23591e-19	0.000259779	1.87458e-18	0.000105592	1.05988e-17	4.07731e-05	5.84467e-17	1.49855e-05	3.14132e-16	5.25199e-06	1.64437e-15	1.75829e-06	8.37715e-15	5.63235e-07	4.15015e-14	1.72902e-07	1.9978e-13	5.09409e-08	9.33669e-13	1.44251e-08	4.23261e-12	3.93411e-09	1.85952e-11	1.04723e-09	7.90956e-11	3.2541e-10
2.75	2.41525e-52	1.24559e-09	2.22154e-51	4.96722e-09	2.21838e-50	1.8011e-08	2.19563e-49	6.26345e-08	2.15141e-48	2.09334e-07	2.08652e-47	6.716e-07	2.0024e-46	2.06538e-06	1.90106e-45	6.07912e-06	1.78504e-44	1.70973e-05	1.65726e-43	4.58692e-05	1.5209e-42	0.000117176	1.3793e-41	0.000284481	1.23577e-40	0.000655102	1.09346e-39	0.00142793	9.55266e-39	0.00293978	8.23684e-38	0.00570397	7.00761e-37	0.0104068	5.88038e-36	0.0178137	4.86536e-35	0.0285443	3.96775e-34	0.0427249	3.18811e-33	0.0596168	2.52299e-32	0.077411	1.96572e-31	0.0933961	1.50722e-30	0.104581	1.13685e-29	0.108608	8.43165e-29	0.104581	6.14636e-28	0.0933961	4.40171e-27	0.077411	3.09544e-26	0.0596168	2.13655e-25	0.0427249	1.44671e-24	0.0285443	9.60518e-24	0.0178137	6.24973e-23	0.0104068	3.98304e-22	0.00570397	2.48501e-21	0.00293978	1.51688e-20	0.00142793	9.05385e-20	0.000655102	5.28091e-19	0.000284481	3.00821e-18	0.000117176	1.67244e-17	4.58692e-05	9.06876e-17	1.70973e-05	4.79292e-16	6.07912e-06	2.46716e-15	2.06538e-06	1.236e-14	6.716e-07	6.02184e-14	2.09334e-07	2.85091e-13	6.26358e-08	1.31045e-12	1.80168e-08	5.8434e-12	4.99248e-09	2.52537e-11	1.35127e-09	1.05679e-10	4.27787e-10
2.8	6.84621e-52	1.5915e-09	6.20663e-51	6.26025e-09	6.11481e-50	2.23561e-08	5.9706e-49	7.65662e-08	5.77093e-48	2.52061e-07	5.52025e-47	7.96734e-07	5.22457e-46	2.41461e-06	4.89114e-45	7.00571e-06	4.52821e-44	1.94285e-05	4.14459e-43	5.14135e-05	3.74937e-42	0.0001296	3.35143e-41	0.000310613	2.9592e-40	0.000706452	2.58022e-39	0.00152167	2.22099e-38	0.00309765	1.8867e-37	0.00594687	1.58119e-36	0.0107436	1.30691e-35	0.0182253	1.06497e-34	0.0289688	8.55265e-34	0.0430556	6.76675e-33	0.0597227	5.27242e-32	0.0771827	4.04411e-31	0.0928009	3.05243e-30	0.103697	2.2662e-29	0.107615	1.65425e-28	0.103697	1.18675e-27	0.0928009	8.36348e-27	0.0771827	5.78734e-26	0.0597227	3.93036e-25	0.0430556	2.61839e-24	0.0289688	1.71029e-23	0.0182253	1.09475e-22	0.0107436	6.86343e-22	0.00594687	4.2122e-21	0.00309765	2.52916e-20	0.00152167	1.48488e-19	0.000706452	8.51908e-19	0.000310613	4.77327e-18	0.0001296	2.61026e-17	5.14135e-05	1.39223e-16	1.94285e-05	7.23771e-16	7.00571e-06	3.66479e-15	2.41461e-06	1.80608e-14	7.96734e-07	8.65638e-14	2.52061e-07	4.03185e-13	7.65681e-08	1.82341e-12	2.23641e-08	8.00031e-12	6.29427e-09	3.40238e-11	1.73162e-09	1.40123e-10	5.58291e-10
2.85	1.90556e-51	2.01998e-09	1.70289e-50	7.84036e-09	1.65542e-49	2.75852e-08	1.5948e-48	9.30749e-08	1.52072e-47	3.01921e-07	1.43492e-46	9.40566e-07	1.33948e-45	2.81009e-06	1.23671e-44	8.03971e-06	1.12903e-43	2.19925e-05	1.01891e-42	5.74263e-05	9.08731e-42	0.00014289	8.0073e-41	0.000338192	6.96883e-40	0.00075994	5.98862e-39	0.00161809	5.07987e-38	0.00325804	4.25207e-37	0.00619077	3.51099e-36	0.0110779	2.85886e-35	0.0186291	2.29478e-34	0.0293802	1.81519e-33	0.0433703	1.41441e-32	0.0598153	1.08527e-31	0.0769507	8.19683e-31	0.0922155	6.09151e-30	0.102836	4.45245e-29	0.106649	3.19954e-28	0.102836	2.25944e-27	0.0922155	1.56729e-26	0.0769507	1.06742e-25	0.0598153	7.13442e-25	0.0433703	4.67741e-24	0.0293802	3.00652e-23	0.0186291	1.89371e-22	0.0110779	1.16822e-21	0.00619077	7.05454e-21	0.00325804	4.16773e-20	0.00161809	2.40753e-19	0.00075994	1.35903e-18	0.000338192	7.49211e-18	0.00014289	4.03114e-17	5.74263e-05	2.11552e-16	2.19925e-05	1.08214e-15	8.03971e-06	5.39159e-15	2.81009e-06	2.61463e-14	9.40566e-07	1.23321e-13	3.01921e-07	5.65276e-13	9.30774e-08	2.5161e-12	2.75961e-08	1.0866e-11	7.88585e-09	4.54893e-11	2.20442e-09	1.84435e-10	7.23527e-10
2.9	5.2107e-51	2.5475e-09	4.59052e-50	9.76009e-09	4.40378e-49	3.38438e-08	4.18635e-48	1.12537e-07	3.93861e-47	3.59828e-07	3.66641e-46	1.10516e-06	3.37616e-45	3.25611e-06	3.07453e-44	9.18927e-06	2.76818e-43	2.48033e-05	2.46352e-42	6.39275e-05	2.16643e-41	0.000157067	1.88207e-40	0.000367229	1.61475e-39	0.000815544	1.3678e-38	0.00171709	1.14355e-37	0.00342078	9.43331e-37	0.00643541	7.67558e-36	0.0114095	6.15817e-35	0.0190252	4.87007e-34	0.0297787	3.79499e-33	0.0436696	2.91286e-32	0.0598955	2.20141e-31	0.0767153	1.63753e-30	0.0916397	1.19844e-29	0.101995	8.62585e-29	0.105708	6.10338e-28	0.101995	4.24361e-27	0.0916397	2.89805e-26	0.0767153	1.94307e-25	0.0598955	1.27845e-24	0.0436696	8.25052e-24	0.0297787	5.22002e-23	0.0190252	3.23622e-22	0.0114095	1.96495e-21	0.00643541	1.16785e-20	0.00342078	6.79049e-20	0.00171709	3.86057e-19	0.000815544	2.14479e-18	0.000367229	1.1637e-17	0.000157067	6.16237e-17	6.39275e-05	3.18295e-16	2.48033e-05	1.6025e-15	9.18927e-06	7.85875e-15	3.25611e-06	3.75135e-14	1.10516e-06	1.74172e-13	3.59829e-07	7.85948e-13	1.12541e-07	3.44417e-12	3.38584e-08	1.4645e-11	9.82046e-09	6.03713e-11	2.78855e-09	2.41054e-10	9.31381e-10
2.95	1.40047e-50	3.19307e-09	1.21643e-49	1.20795e-08	1.1517e-48	4.12953e-08	1.08047e-47	1.3537e-07	1.00308e-46	4.26775e-07	9.21307e-46	1.29272e-06	8.36974e-45	3.75717e-06	7.51879e-44	1.04628e-05	6.67729e-43	2.78747e-05	5.86075e-42	7.09365e-05	5.08262e-41	0.000172152	4.35393e-40	0.000397733	3.68307e-39	0.000873239	3.0757e-38	0.00181859	2.53483e-37	0.00358571	2.06106e-36	0.00668057	1.65284e-35	0.0117383	1.30683e-34	0.0194136	1.01839e-33	0.0301647	7.81924e-33	0.0439542	5.91304e-32	0.059964	4.40244e-31	0.076477	3.22589e-30	0.0910732	2.32546e-29	0.101175	1.64853e-28	0.104792	1.14879e-27	0.101175	7.86592e-27	0.0910732	5.28982e-26	0.076477	3.49237e-25	0.059964	2.2625e-24	0.0439542	1.43762e-23	0.0301647	8.95517e-23	0.0194136	5.46593e-22	0.0117383	3.26733e-21	0.00668057	1.91176e-20	0.00358571	1.09433e-19	0.00181859	6.12484e-19	0.000873239	3.34985e-18	0.000397733	1.78929e-17	0.000172152	9.3282e-17	7.09365e-05	4.74349e-16	2.78747e-05	2.35125e-15	1.04628e-05	1.13528e-14	3.75717e-06	5.33591e-14	1.29272e-06	2.43947e-13	4.26777e-07	1.08402e-12	1.35374e-07	4.67827e-12	4.13149e-08	1.95923e-11	1.2159e-08	7.95548e-11	3.506e-09	3.12922e-10	1.19121e-09
3	3.7013e-50	3.97865e-09	3.17001e-49	1.48666e-08	2.96243e-48	5.01227e-08	2.74303e-47	1.6203e-07	2.51316e-46	5.03835e-07	2.27778e-45	1.50559e-06	2.04173e-44	4.31798e-06	1.80955e-43	1.18687e-05	1.58531e-42	3.12204e-05	1.37251e-41	7.84721e-05	1.17397e-40	0.000188164	9.91784e-40	0.000429712	8.27309e-39	0.000932997	6.81213e-38	0.0019225	5.53515e-37	0.00375266	4.43683e-36	0.00692605	3.50731e-35	0.0120639	2.73331e-34	0.0197942	2.09929e-33	0.0305384	1.58844e-32	0.0442248	1.18368e-31	0.0600216	8.68361e-31	0.0762362	6.26913e-30	0.0905159	4.45232e-29	0.100374	3.10934e-28	0.103899	2.13439e-27	0.100374	1.43954e-26	0.0905159	9.53523e-26	0.0762362	6.2002e-25	0.0600216	3.95594e-24	0.0442248	2.4755e-23	0.0305384	1.51858e-22	0.0197942	9.12772e-22	0.0120639	5.37298e-21	0.00692605	3.09579e-20	0.00375266	1.74502e-19	0.0019225	9.61745e-19	0.000932997	5.17971e-18	0.000429712	2.72447e-17	0.000188164	1.39871e-16	7.84721e-05	7.00437e-16	3.12204e-05	3.41921e-15	1.18687e-05	1.62595e-14	4.31798e-06	7.52678e-14	1.50559e-06	3.38938e-13	5.03836e-07	1.48359e-12	1.62036e-07	6.30742e-12	5.01487e-08	2.60244e-11	1.49708e-08	1.04119e-10	4.38222e-09	4.03572e-10	1.51407e-09
3.05	9.62335e-50	4.92936e-09	8.12776e-49	1.81988e-08	7.49792e-48	6.05295e-08	6.853e-47	1.93019e-07	6.19709e-46	5.92162e-07	5.54311e-45	1.74623e-06	4.90311e-44	4.94342e-06	4.28779e-43	1.34159e-05	3.70618e-42	3.48543e-05	3.16545e-41	8.65526e-05	2.67081e-40	0.000205121	2.2255e-39	0.000463168	1.8309e-38	0.000994784	1.48671e-37	0.00202873	1.19119e-36	0.00392147	9.41441e-36	0.00717162	7.33714e-35	0.0123863	5.63688e-34	0.0201671	4.2676e-33	0.0309003	3.18282e-32	0.044482	2.3376e-31	0.0600687	1.69005e-30	0.0759934	1.20238e-29	0.0899677	8.41449e-29	0.0995914	5.79013e-28	0.103029	3.91606e-27	0.0995914	2.60214e-26	0.0899677	1.69804e-25	0.0759934	1.08771e-24	0.0600687	6.8365e-24	0.044482	4.21412e-23	0.0309003	2.54642e-22	0.0201671	1.50762e-21	0.0123863	8.74129e-21	0.00717162	4.96088e-20	0.00392147	2.7543e-19	0.00202873	1.49519e-18	0.000994784	7.93183e-18	0.000463168	4.10948e-17	0.000205121	2.07816e-16	8.65526e-05	1.02513e-15	3.48543e-05	4.92963e-15	1.34159e-05	2.30936e-14	4.94342e-06	1.05321e-13	1.74623e-06	4.67278e-13	5.92164e-07	2.01534e-12	1.93027e-07	8.4431e-12	6.05638e-08	3.43309e-11	1.83341e-08	1.35374e-10	5.44657e-09	5.17215e-10	1.91293e-09
3.1	2.46248e-49	6.07384e-09	2.05116e-48	2.21626e-08	1.86809e-47	7.27414e-08	1.68556e-46	2.28883e-07	1.50459e-45	6.92994e-07	1.32834e-44	2.01726e-06	1.15961e-43	5.63852e-06	1.00073e-42	1.51132e-05	8.5352e-42	3.87899e-05	7.19262e-41	9.51955e-05	5.98714e-40	0.000223039	4.92142e-39	0.000498104	3.9937e-38	0.00105857	3.19851e-37	0.00213717	2.52741e-36	0.00409197	1.96982e-35	0.00741712	1.51379e-34	0.0127054	1.14669e-33	0.0205323	8.55907e-33	0.0312506	6.29302e-32	0.0447263	4.55607e-31	0.0601062	3.24688e-30	0.0757488	2.27679e-29	0.0894282	1.57036e-28	0.0988269	1.06494e-27	0.10218	7.09792e-27	0.0988269	4.64766e-26	0.0894282	2.98852e-25	0.0757488	1.88629e-24	0.0601062	1.16815e-23	0.0447263	7.09467e-23	0.0312506	4.22381e-22	0.0205323	2.46381e-21	0.0127054	1.40743e-20	0.00741712	7.86943e-20	0.00409197	4.30456e-19	0.00213717	2.30224e-18	0.00105857	1.20329e-17	0.000498104	6.14233e-17	0.000223039	3.06046e-16	9.51955e-05	1.48753e-15	3.87899e-05	7.04845e-15	1.51132e-05	3.25377e-14	5.63852e-06	1.46235e-13	2.01726e-06	6.39411e-13	6.92997e-07	2.71804e-12	2.28894e-07	1.12239e-11	7.27863e-08	4.4989e-11	2.23375e-08	1.74895e-10	6.73269e-09	6.58851e-10	2.40293e-09
3.15	6.20397e-49	7.44461e-09	5.09709e-48	2.68555e-08	4.58348e-47	8.70073e-08	4.08316e-46	2.70217e-07	3.5982e-45	8.07656e-07	3.13583e-44	2.32142e-06	2.70204e-43	6.40853e-06	2.30141e-42	1.69695e-05	1.93709e-41	4.30409e-05	1.61081e-40	0.000104418	1.32301e-39	0.000241931	1.07295e-38	0.000534517	8.58962e-38	0.00112431	6.7861e-37	0.00224774	5.28918e-36	0.00426401	4.0658e-35	0.00766234	3.08145e-34	0.013021	2.30185e-33	0.0208899	1.69421e-32	0.0315897	1.22823e-31	0.0449583	8.7672e-31	0.0601346	6.1597e-30	0.0755027	4.2581e-29	0.0888974	2.89512e-28	0.0980798	1.93528e-27	0.101352	1.27139e-26	0.0980798	8.2053e-26	0.0888974	5.20009e-25	0.0755027	3.23477e-24	0.0601346	1.97424e-23	0.0449583	1.18165e-22	0.0315897	6.93282e-22	0.0208899	3.98525e-21	0.013021	2.24344e-20	0.00766234	1.23614e-19	0.00426401	6.66336e-19	0.00224774	3.51204e-18	0.00112431	1.80895e-17	0.000534517	9.10022e-17	0.000241931	4.46869e-16	0.000104418	2.14066e-15	4.30409e-05	9.99736e-15	1.69695e-05	4.54894e-14	6.40853e-06	2.01526e-13	2.32142e-06	8.68654e-13	8.0766e-07	3.64034e-12	2.70232e-07	1.48214e-11	8.70659e-08	5.85796e-11	2.70801e-08	2.24575e-10	8.27899e-09	8.34378e-10	3.00168e-09
3.2	1.53952e-48	9.07839e-09	1.24769e-47	3.2386e-08	1.1079e-46	1.03601e-07	9.7455e-46	3.17663e-07	8.47924e-45	9.37559e-07	7.29542e-44	2.66158e-06	6.20552e-43	7.25879e-06	5.21715e-42	1.89938e-05	4.33415e-41	4.76206e-05	3.55694e-40	0.000114235	2.88293e-39	0.000261811	2.30705e-38	0.000572403	1.82232e-37	0.00119196	1.42039e-36	0.00236035	1.09215e-35	0.00443743	8.28154e-35	0.00790713	6.191e-34	0.0133329	4.56135e-33	0.02124	3.31105e-32	0.0319179	2.36718e-31	0.0451784	1.66625e-30	0.0601543	1.15436e-29	0.0752555	7.86819e-29	0.0883751	5.2745e-28	0.0973492	3.47612e-27	0.100544	2.25137e-26	0.0973492	1.43239e-25	0.0883751	8.94875e-25	0.0752555	5.48739e-24	0.0601543	3.3013e-23	0.0451784	1.94772e-22	0.0319179	1.1264e-21	0.02124	6.3823e-21	0.0133329	3.5414e-20	0.00790713	1.92339e-19	0.00443743	1.02197e-18	0.00236035	5.30947e-18	0.00119196	2.69573e-17	0.000572403	1.33681e-16	0.000261811	6.47115e-16	0.000114235	3.05597e-15	4.76206e-05	1.40704e-14	1.89938e-05	6.31213e-14	7.25879e-06	2.7572e-13	2.66158e-06	1.17188e-12	9.37564e-07	4.84297e-12	3.17683e-07	1.9446e-11	1.03677e-07	7.58058e-11	3.26727e-08	2.86666e-10	1.01291e-08	1.05072e-09	3.72954e-09
3.25	3.76426e-48	1.10165e-08	3.00965e-47	3.88748e-08	2.63923e-46	1.22823e-07	2.29261e-45	3.71915e-07	1.96968e-44	1.0842e-06	1.67327e-43	3.04074e-06	1.40519e-42	8.19484e-06	1.16625e-41	2.11954e-05	9.56385e-41	5.25422e-05	7.7471e-40	0.000124663	6.19721e-39	0.000282689	4.89425e-38	0.000611756	3.81492e-37	0.0012615	2.93407e-36	0.00247489	2.22593e-35	0.00461211	1.66525e-34	0.00815132	1.22812e-33	0.0136412	8.9259e-33	0.0215827	6.39112e-32	0.0322355	4.50682e-31	0.0453873	3.12883e-30	0.060166	2.13777e-29	0.0750074	1.43699e-28	0.087861	9.49939e-28	0.0966347	6.17344e-27	0.0997545	3.94258e-26	0.0966347	2.47333e-25	0.087861	1.52354e-24	0.0750074	9.21129e-24	0.060166	5.46376e-23	0.0453873	3.17818e-22	0.0322355	1.81211e-21	0.0215827	1.0123e-20	0.0136412	5.53786e-20	0.00815132	2.96535e-19	0.00461211	1.55342e-18	0.00247489	7.9571e-18	0.0012615	3.98329e-17	0.000611756	1.94764e-16	0.000282689	9.29627e-16	0.000124663	4.32897e-15	5.25422e-05	1.96549e-14	2.11954e-05	8.69545e-14	8.19484e-06	3.74597e-13	3.04074e-06	1.57033e-12	1.08421e-06	6.40127e-12	3.71941e-07	2.53553e-11	1.22921e-07	9.75139e-11	3.92386e-08	3.63843e-10	1.23325e-08	1.31598e-09	4.60994e-09
3.3	9.07223e-48	1.33051e-08	7.15662e-47	4.64554e-08	6.1984e-46	1.45001e-07	5.31777e-45	4.33719e-07	4.51188e-44	1.24917e-06	3.7849e-43	3.46203e-06	3.13844e-42	9.22232e-06	2.57176e-41	2.35834e-05	2.08206e-40	5.78184e-05	1.6649e-39	0.000135716	1.31463e-38	0.000304574	1.02475e-37	0.000652568	7.88334e-37	0.00133286	5.98354e-36	0.00259127	4.47953e-35	0.00478789	3.30678e-34	0.00839476	2.40625e-33	0.0139458	1.72545e-32	0.0219179	1.21885e-31	0.0325428	8.47899e-31	0.0455853	5.80675e-30	0.0601701	3.91352e-29	0.0747586	2.59474e-28	0.087355	1.69182e-27	0.0959356	1.08439e-26	0.0989835	6.83002e-26	0.0959356	4.22566e-25	0.087355	2.56701e-24	0.0747586	1.53053e-23	0.0601701	8.95276e-23	0.0455853	5.13547e-22	0.0325428	2.88748e-21	0.0219179	1.59065e-20	0.0139458	8.58113e-20	0.00839476	4.53122e-19	0.00478789	2.34083e-18	0.00259127	1.18247e-17	0.00133286	5.83765e-17	0.000652568	2.81502e-16	0.000304574	1.32518e-15	0.000135716	6.08642e-15	5.78184e-05	2.72572e-14	2.35834e-05	1.1895e-13	9.22232e-06	5.05502e-13	3.46203e-06	2.09059e-12	1.24917e-06	8.4081e-12	4.33752e-07	3.2862e-11	1.45126e-07	1.24717e-10	4.69146e-08	4.59258e-10	1.49447e-08	1.63956e-09	5.66973e-09
3.35	2.15594e-47	1.59959e-08	1.67816e-46	5.52751e-08	1.43569e-45	1.7049e-07	1.21662e-44	5.03873e-07	1.01951e-43	1.43413e-06	8.44628e-43	3.9287e-06	6.91621e-42	1.0347e-05	5.59621e-41	2.6167e-05	4.47336e-40	6.34619e-05	3.53163e-39	0.000147407	2.75298e-38	0.000327475	2.11836e-37	0.000694827	1.60859e-36	0.00140601	1.20509e-35	0.00270941	8.90409e-35	0.00496463	6.4868e-34	0.00863731	4.6581e-33	0.0142465	3.29601e-32	0.0222459	2.29738e-31	0.03284	1.57687e-30	0.045773	1.06545e-29	0.0601671	7.08435e-29	0.0745094	4.63381e-28	0.086857	2.98053e-27	0.0952513	1.88454e-26	0.0982302	1.17087e-25	0.0952513	7.14554e-25	0.086857	4.28167e-24	0.0745094	2.51806e-23	0.0601671	1.45281e-22	0.045773	8.21978e-22	0.03284	4.55852e-21	0.0222459	2.47688e-20	0.0142465	1.31796e-19	0.00863731	6.86445e-19	0.00496463	3.49785e-18	0.00270941	1.74288e-17	0.00140601	8.4875e-17	0.000694827	4.03738e-16	0.000327475	1.87493e-15	0.000147407	8.49546e-15	6.34619e-05	3.75356e-14	2.6167e-05	1.61617e-13	1.0347e-05	6.77703e-13	3.9287e-06	2.76573e-12	1.43414e-06	1.09774e-11	5.03915e-07	4.23441e-11	1.70649e-07	1.58624e-10	5.58517e-08	5.76618e-10	1.80282e-08	2.03235e-09	6.93957e-09
3.4	5.05354e-47	1.9146e-08	3.88182e-46	6.54957e-08	3.28069e-45	1.99677e-07	2.74631e-44	5.8323e-07	2.27325e-43	1.64084e-06	1.86014e-42	4.4441e-06	1.50432e-41	1.15747e-05	1.20207e-40	2.89552e-05	9.48852e-40	6.94851e-05	7.39674e-39	0.00015975	5.69297e-38	0.000351397	4.32491e-37	0.000738521	3.24218e-36	0.0014809	2.39769e-35	0.0028292	1.74873e-34	0.00514221	1.25747e-33	0.00887884	8.9122e-33	0.0145433	6.22373e-32	0.0225666	4.28112e-31	0.0331276	2.89977e-30	0.0459507	1.93341e-29	0.0601573	1.26851e-28	0.07426	8.18692e-28	0.0863667	5.19575e-27	0.0945815	3.24129e-26	0.0974939	1.98687e-25	0.0945815	1.19628e-24	0.0863667	7.07195e-24	0.07426	4.10311e-23	0.0601573	2.33548e-22	0.0459507	1.30359e-21	0.0331276	7.13213e-21	0.0225666	3.82311e-20	0.0145433	2.00693e-19	0.00887884	1.03125e-18	0.00514221	5.18432e-18	0.0028292	2.54862e-17	0.0014809	1.22454e-16	0.000738521	5.74735e-16	0.000351397	2.63357e-15	0.00015975	1.1775e-14	6.94851e-05	5.13397e-14	2.89552e-05	2.18153e-13	1.15747e-05	9.02829e-13	4.4441e-06	3.63665e-12	1.64086e-06	1.4248e-11	5.83284e-07	5.42562e-11	1.99877e-07	2.00665e-10	6.6216e-08	7.20251e-10	2.1653e-08	2.50691e-09	8.45425e-09
3.45	1.16877e-46	2.2819e-08	8.86052e-46	7.72945e-08	7.39834e-45	2.32977e-07	6.11866e-44	6.727e-07	5.00333e-43	1.87117e-06	4.04419e-42	5.01171e-06	3.23052e-41	1.29115e-05	2.54961e-40	3.19573e-05	1.98759e-39	7.58997e-05	1.53011e-38	0.000172757	1.16292e-37	0.000376346	8.72341e-37	0.000783635	6.4568e-36	0.00155748	4.71434e-35	0.00295055	3.39447e-34	0.00532049	2.40959e-33	0.00911923	1.68579e-32	0.0148362	1.16204e-31	0.0228803	7.88969e-31	0.0334057	5.27447e-30	0.046119	3.47084e-29	0.0601413	2.24741e-28	0.0740105	1.43143e-27	0.085884	8.96491e-27	0.0939256	5.51891e-26	0.0967739	3.33833e-25	0.0939256	1.98341e-24	0.085884	1.15699e-23	0.0740105	6.62382e-23	0.0601413	3.72026e-22	0.046119	2.04899e-21	0.0334057	1.10617e-20	0.0228803	5.8509e-20	0.0148362	3.03074e-19	0.00911923	1.53672e-18	0.00532049	7.62345e-18	0.00295055	3.6983e-17	0.00155748	1.75357e-16	0.000783635	8.12244e-16	0.000376346	3.67327e-15	0.000172757	1.62098e-14	7.58997e-05	6.97597e-14	3.19573e-05	2.92599e-13	1.29115e-05	1.19539e-12	5.01172e-06	4.7537e-12	1.87118e-06	1.83884e-11	6.72769e-07	6.91422e-11	2.3323e-07	2.52529e-10	7.81897e-08	8.95195e-10	2.58966e-08	3.07765e-09	1.02532e-08
