Results of Simulation 1

Time	C_x_1	C_x_2	C_x_3	C_x_4	C_x_5	C_x_6	C_x_7	C_x_8	C_x_9	C_x_10	C_x_11	C_x_12	C_x_13	C_x_14	C_x_15	C_x_16	C_x_17	C_x_18	C_x_19	C_x_20	C_x_21	C_x_22	C_x_23	C_x_24	C_x_25	C_x_26	C_x_27	C_x_28	C_x_29	C_x_30	C_x_31	C_x_32	C_x_33	C_x_34	C_x_35	C_x_36	C_x_37	C_x_38	C_x_39	C_x_40	C_x_41	C_x_42	C_x_43	C_x_44	C_x_45	C_x_46	C_x_47	C_x_48	C_x_49	C_x_50	C_x_51	C_x_52	C_x_53	C_x_54	C_x_55	C_x_56	C_x_57	C_x_58	C_x_59	C_x_60	C_x_61	C_x_62	C_x_63	C_x_64	C_x_65	C_x_66	C_x_67	C_x_68	C_x_69	C_x_70	C_x_71	C_x_72	C_x_73	C_x_74	C_x_75	C_x_76	C_x_77	C_x_78	C_x_79	C_x_80	C_x_81	C_x_82	C_x_83	C_x_84	C_x_85	C_x_86	C_x_87	C_x_88	C_x_89	C_x_90	C_x_91	C_x_92	C_x_93	C_x_94	C_x_95	C_x_96	C_x_97	C_x_98	C_x_99	C_x_100
5.3	2.61758e-36	1.90877e-06	1.30448e-35	5.06645e-06	7.44328e-35	1.13635e-05	4.21455e-34	2.4198e-05	2.35702e-33	4.98177e-05	1.30157e-32	9.94334e-05	7.0954e-32	0.000192416	3.81782e-31	0.000360833	2.02721e-30	0.000655373	1.06204e-29	0.00115223	5.48858e-29	0.00195978	2.79747e-28	0.00322293	1.40595e-27	0.0051219	6.96594e-27	0.00786163	3.40177e-26	0.0116485	1.63701e-25	0.016653	7.76108e-25	0.02296	3.62425e-24	0.0305155	1.66663e-23	0.0390813	7.54546e-23	0.0482127	3.3624e-22	0.0572748	1.47443e-21	0.0655032	6.36066e-21	0.0721057	2.6988e-20	0.0763871	1.12594e-19	0.0778707	4.61761e-19	0.0763871	1.86106e-18	0.0721057	7.36917e-18	0.0655032	2.86594e-17	0.0572748	1.09441e-16	0.0482127	4.10221e-16	0.0390813	1.50887e-15	0.0305155	5.4443e-15	0.02296	1.92639e-14	0.016653	6.68209e-14	0.0116485	2.27141e-13	0.00786163	7.56384e-13	0.0051219	2.46656e-12	0.00322293	7.87378e-12	0.00195978	2.45951e-11	0.00115223	7.51481e-11	0.000655373	2.24499e-10	0.000360834	6.55478e-10	0.000192418	1.86966e-09	9.94386e-05	5.20764e-09	4.98319e-05	1.41578e-08	2.42355e-05	3.75516e-08	1.14607e-05	9.71257e-08	5.3113e-06	2.44852e-07	2.51012e-06	6.01345e-07	1.43805e-06
5.35	4.29687e-36	2.06997e-06	2.12079e-35	5.47081e-06	1.19967e-34	1.22032e-05	6.73495e-34	2.58353e-05	3.73451e-33	5.28814e-05	2.04466e-32	0.000104954	1.10514e-31	0.000201991	5.89581e-31	0.000376798	3.10394e-30	0.000680913	1.61229e-29	0.00119135	8.26137e-29	0.002017	4.17494e-28	0.0033026	2.08041e-27	0.005227	1.02202e-26	0.00799224	4.94867e-26	0.0118001	2.36126e-25	0.0168147	1.11001e-24	0.0231146	5.1398e-24	0.0306402	2.34367e-23	0.0391506	1.05215e-22	0.0482031	4.6493e-22	0.0571704	2.0217e-21	0.0653007	8.64888e-21	0.0718173	3.63918e-20	0.0760397	1.50569e-19	0.0775025	6.12405e-19	0.0760397	2.44791e-18	0.0718173	9.6135e-18	0.0653007	3.70829e-17	0.0571704	1.40457e-16	0.0482031	5.22231e-16	0.0391506	1.90543e-15	0.0306402	6.82021e-15	0.0231146	2.39406e-14	0.0168147	8.23875e-14	0.0118001	2.77861e-13	0.00799224	9.18076e-13	0.005227	2.97071e-12	0.0033026	9.41044e-12	0.002017	2.91718e-11	0.00119135	8.84608e-11	0.000680913	2.623e-10	0.000376799	7.60197e-10	0.000201993	2.15255e-09	0.00010496	5.95236e-09	5.28975e-05	1.60673e-08	2.58776e-05	4.23173e-08	1.23119e-05	1.08695e-07	5.74296e-06	2.72155e-07	2.7339e-06	6.6393e-07	1.57729e-06
5.4	7.01147e-36	2.24164e-06	3.42766e-35	5.89966e-06	1.92235e-34	1.30889e-05	1.0701e-33	2.75522e-05	5.88362e-33	5.60752e-05	3.19414e-32	0.000110675	1.71187e-31	0.000211859	9.05557e-31	0.00039316	4.72724e-30	0.000706951	2.4348e-29	0.00123103	1.23708e-28	0.00207476	6.19902e-28	0.00338263	3.06305e-27	0.0053321	1.49211e-26	0.00812227	7.16427e-26	0.0119502	3.3898e-25	0.0169743	1.5802e-24	0.0232664	7.25585e-24	0.0307618	3.281e-23	0.0392169	1.46071e-22	0.0481915	6.40111e-22	0.0570656	2.76044e-21	0.0650998	1.17118e-20	0.0715322	4.88747e-20	0.0756971	2.0056e-19	0.0771393	8.09071e-19	0.0756971	3.20772e-18	0.0715322	1.24954e-17	0.0650998	4.78111e-17	0.0570656	1.79639e-16	0.0481915	6.62575e-16	0.0392169	2.39829e-15	0.0307618	8.51653e-15	0.0232664	2.96604e-14	0.0169743	1.01275e-13	0.0119502	3.38914e-13	0.00812227	1.11119e-12	0.0053321	3.56814e-12	0.00338263	1.12174e-11	0.00207476	3.45123e-11	0.00123103	1.03877e-10	0.000706952	3.05745e-10	0.000393161	8.79658e-10	0.000211861	2.47288e-09	0.000110682	6.78952e-09	5.60934e-05	1.81984e-08	2.75998e-05	4.75983e-08	1.32104e-05	1.21426e-07	6.20165e-06	3.01991e-07	2.97349e-06	7.31855e-07	1.72741e-06
5.45	1.13741e-35	2.42422e-06	5.50788e-35	6.35394e-06	3.06282e-34	1.40222e-05	1.6907e-33	2.93509e-05	9.21809e-33	5.94015e-05	4.96254e-32	0.000116601	2.6374e-31	0.000222021	1.38349e-30	0.00040992	7.16187e-30	0.000733483	3.65797e-29	0.00127126	1.84305e-28	0.00213303	9.15857e-28	0.00346299	4.48774e-27	0.00543717	2.16794e-26	0.00825168	1.03228e-25	0.0120991	4.84375e-25	0.0171317	2.23929e-24	0.0234154	1.01973e-23	0.0308802	4.57305e-23	0.0392805	2.01918e-22	0.048178	8.77588e-22	0.0569604	3.75359e-21	0.0649003	1.57956e-20	0.0712504	6.53805e-20	0.075359	2.66118e-19	0.0767813	1.06487e-18	0.075359	4.18793e-18	0.0712504	1.61831e-17	0.0649003	6.14274e-17	0.0569604	2.28967e-16	0.048178	8.37851e-16	0.0392805	3.00891e-15	0.0308802	1.06015e-14	0.0234154	3.66352e-14	0.0171317	1.24126e-13	0.0120991	4.12204e-13	0.00825168	1.34121e-12	0.00543717	4.27429e-12	0.00346299	1.33369e-11	0.00213303	4.07292e-11	0.00127126	1.21689e-10	0.000733483	3.55568e-10	0.000409921	1.01565e-09	0.000222024	2.83487e-09	0.000116608	7.72878e-09	5.94221e-05	2.05724e-08	2.94043e-05	5.344e-08	1.41576e-05	1.35412e-07	6.68848e-06	3.34543e-07	3.22969e-06	8.0547e-07	1.88903e-06
5.5	1.83454e-35	2.61817e-06	8.80041e-35	6.83461e-06	4.8526e-34	1.50045e-05	2.65647e-33	3.12334e-05	1.43637e-32	6.2863e-05	7.66866e-32	0.000122732	4.04185e-31	0.000232479	2.10267e-30	0.000427076	1.07947e-29	0.000760502	5.46789e-29	0.00131202	2.7322e-28	0.0021918	1.34649e-27	0.00354367	6.54348e-27	0.00554218	3.135e-26	0.00838048	1.48047e-25	0.0122465	6.8898e-25	0.017287	3.15909e-24	0.0235617	1.42682e-23	0.0309956	6.34649e-23	0.0393413	2.77942e-22	0.0481627	1.1982e-21	0.0568549	5.08341e-21	0.0647023	2.1219e-20	0.0709718	8.71224e-20	0.0750255	3.51771e-19	0.0764282	1.39637e-18	0.0750255	5.44797e-18	0.0709718	2.08855e-17	0.0647023	7.86514e-17	0.0568549	2.90869e-16	0.0481627	1.05606e-15	0.0393413	3.7631e-15	0.0309956	1.31564e-14	0.0235617	4.51155e-14	0.017287	1.51694e-13	0.0122465	4.99942e-13	0.00838048	1.61447e-12	0.00554218	5.10681e-12	0.00354367	1.58168e-11	0.0021918	4.79491e-11	0.00131202	1.42222e-10	0.000760503	4.1258e-10	0.000427077	1.17013e-09	0.000232482	3.24315e-09	0.00012274	8.78059e-09	6.28863e-05	2.32123e-08	3.12933e-05	5.9891e-08	1.51553e-05	1.5075e-07	7.20462e-06	3.70006e-07	3.5033e-06	8.85136e-07	2.06279e-06
5.55	2.94223e-35	2.82394e-06	1.39829e-34	7.34263e-06	7.64602e-34	1.60374e-05	4.1513e-33	3.32018e-05	2.22622e-32	6.64621e-05	1.1788e-31	0.000129071	6.16204e-31	0.000243234	3.17936e-30	0.000444627	1.61885e-29	0.000788005	8.13284e-29	0.00135332	4.03057e-28	0.00225105	1.97012e-27	0.00362464	9.49594e-27	0.00564711	4.51244e-26	0.00850862	2.11361e-25	0.0123927	9.75634e-25	0.0174403	4.43716e-24	0.0237053	1.98785e-23	0.0311081	8.77054e-23	0.0393994	3.81008e-22	0.0481457	1.62932e-21	0.0567492	6.85707e-21	0.0645058	2.8394e-20	0.0706964	1.15654e-19	0.0746963	4.6327e-19	0.0760799	1.82444e-18	0.0746963	7.0621e-18	0.0706964	2.68614e-17	0.0645058	1.00367e-16	0.0567492	3.68298e-16	0.0481457	1.32686e-15	0.0393994	4.69177e-15	0.0311081	1.62781e-14	0.0237053	5.5397e-14	0.0174403	1.84861e-13	0.0123927	6.04696e-13	0.00850862	1.93827e-12	0.00564711	6.08589e-12	0.00362464	1.87117e-11	0.00225105	5.63146e-11	0.00135332	1.65838e-10	0.000788005	4.77681e-10	0.000444628	1.34527e-09	0.000243237	3.70273e-09	0.000129081	9.95627e-09	6.64882e-05	2.61427e-08	3.32688e-05	6.70029e-08	1.6205e-05	1.67546e-07	7.75121e-06	4.08581e-07	3.79517e-06	9.7123e-07	2.24938e-06
5.6	4.69261e-35	3.04201e-06	2.2096e-34	7.87897e-06	1.19825e-33	1.71224e-05	6.45277e-33	3.52581e-05	3.43229e-32	7.0201e-05	1.80265e-31	0.000135621	9.34652e-31	0.000254287	4.78324e-30	0.000462572	2.41573e-29	0.000815984	1.20378e-28	0.00139513	5.91749e-28	0.00231076	2.86903e-27	0.00370588	1.37168e-26	0.00575193	6.46556e-26	0.0086361	3.00404e-25	0.0125374	1.3755e-24	0.0175914	6.20549e-24	0.0238462	2.75779e-23	0.0312178	1.20703e-22	0.039455	5.20176e-22	0.048127	2.20676e-21	0.0566432	9.21366e-21	0.0643108	3.78508e-20	0.0704241	1.5296e-19	0.0743714	6.07895e-19	0.0757363	2.37529e-18	0.0743714	9.12281e-18	0.0704241	3.44306e-17	0.0643108	1.27657e-16	0.0566432	4.64846e-16	0.048127	1.66191e-15	0.039455	5.83192e-15	0.0312178	2.00812e-14	0.0238462	6.78275e-14	0.0175914	2.24657e-13	0.0125374	7.29442e-13	0.0086361	2.32098e-12	0.00575193	7.23453e-12	0.00370588	2.20829e-11	0.00231076	6.59857e-11	0.00139513	1.92944e-10	0.000815985	5.51864e-10	0.000462573	1.54342e-09	0.000254291	4.21907e-09	0.000135632	1.1268e-08	7.02304e-05	2.93899e-08	3.53329e-05	7.48307e-08	1.73083e-05	1.85911e-07	8.32945e-06	4.50482e-07	4.10615e-06	1.06414e-06	2.44948e-06
5.65	7.44355e-35	3.27284e-06	3.47288e-34	8.44458e-06	1.86789e-33	1.8261e-05	9.97776e-33	3.74042e-05	5.26448e-32	7.4082e-05	2.74265e-31	0.000142383	1.41058e-30	0.000265639	7.16077e-30	0.000480908	3.58739e-29	0.000844435	1.77327e-28	0.00143744	8.64697e-28	0.00237092	4.15877e-27	0.00378737	1.97239e-26	0.00585663	9.22274e-26	0.00876291	4.25088e-25	0.0126808	1.9309e-24	0.0177405	8.64192e-24	0.0239845	3.81011e-23	0.0313246	1.65442e-22	0.0395081	7.07354e-22	0.0481068	2.97722e-21	0.0565371	1.2333e-20	0.0641172	5.02692e-20	0.0701549	2.01561e-19	0.0740507	7.94829e-19	0.0753974	3.08171e-18	0.0740507	1.17448e-17	0.0701549	4.39868e-17	0.0641172	1.61845e-16	0.0565371	5.84863e-16	0.0481068	2.07521e-15	0.0395081	7.22764e-15	0.0313246	2.47015e-14	0.0239845	8.28152e-14	0.0177405	2.72281e-13	0.0126808	8.77614e-13	0.00876291	2.7722e-12	0.00585663	8.57889e-12	0.00378737	2.59999e-11	0.00237092	7.71415e-11	0.00143744	2.23987e-10	0.000844436	6.36224e-10	0.00048091	1.76719e-09	0.000265644	4.79812e-09	0.000142396	1.2729e-08	7.4115e-05	3.29821e-08	3.74877e-05	8.34327e-08	1.84669e-05	2.05959e-07	8.94051e-06	4.9593e-07	4.43712e-06	1.16429e-06	2.66379e-06
5.7	1.1744e-34	3.51689e-06	5.42964e-34	9.04046e-06	2.89662e-33	1.94546e-05	1.53492e-32	3.96423e-05	8.03388e-32	7.81075e-05	4.15201e-31	0.00014936	2.11839e-30	0.00027729	1.06682e-29	0.000499635	5.30196e-29	0.000873351	2.59992e-28	0.00148024	1.25772e-27	0.0024315	6.00098e-27	0.00386908	2.82353e-26	0.00596118	1.30981e-25	0.00888901	5.98938e-25	0.0128229	2.69913e-24	0.0178875	1.19851e-23	0.0241202	5.2426e-23	0.0314287	2.2586e-22	0.0395588	9.58133e-22	0.048085	4.00134e-21	0.0564307	1.64466e-20	0.0639252	6.65178e-20	0.0698886	2.64656e-19	0.0737341	1.03562e-18	0.0750629	3.9846e-18	0.0737341	1.50702e-17	0.0698886	5.60132e-17	0.0639252	2.0454e-16	0.0564307	7.33605e-16	0.048085	2.58355e-15	0.0395588	8.93134e-15	0.0314287	3.02991e-14	0.0241202	1.00838e-13	0.0178875	3.29124e-13	0.0128229	1.05317e-12	0.00888901	3.30291e-12	0.00596118	1.01486e-11	0.00386908	3.05407e-11	0.0024315	8.99821e-11	0.00148024	2.59467e-10	0.000873352	7.31968e-10	0.000499637	2.0194e-09	0.000277296	5.4463e-09	0.000149374	1.43535e-08	7.81445e-05	3.69496e-08	3.97352e-05	9.28708e-08	1.96825e-05	2.27814e-07	9.58561e-06	5.45157e-07	4.78897e-06	1.27207e-06	2.89306e-06
5.75	1.84317e-34	3.77466e-06	8.44492e-34	9.66756e-06	4.46893e-33	2.07049e-05	2.34932e-32	4.19743e-05	1.21992e-31	8.22796e-05	6.25481e-31	0.000156553	3.16602e-30	0.000289242	1.58181e-29	0.00051875	7.79934e-29	0.000902726	3.79441e-28	0.00152352	1.8211e-27	0.00249249	8.6207e-27	0.00395099	4.02429e-26	0.00606556	1.85219e-25	0.00901441	8.40326e-25	0.0129635	3.75738e-24	0.0180325	1.65542e-23	0.0242534	7.18492e-23	0.03153	3.07139e-22	0.0396072	1.29286e-21	0.0480617	5.35759e-21	0.0563242	2.1852e-20	0.0637345	8.77029e-20	0.0696253	3.46284e-19	0.0734215	1.34474e-18	0.0747329	5.13479e-18	0.0734215	1.92741e-17	0.0696253	7.11009e-17	0.0637345	2.57698e-16	0.0563242	9.174e-16	0.0480617	3.20698e-15	0.0396072	1.10052e-14	0.03153	3.70623e-14	0.0242534	1.22453e-13	0.0180325	3.96799e-13	0.0129635	1.26066e-12	0.00901441	3.92565e-12	0.00606556	1.19774e-11	0.00395099	3.57932e-11	0.00249249	1.04731e-10	0.00152353	2.99934e-10	0.000902727	8.40419e-10	0.000518753	2.30313e-09	0.000289249	6.1706e-09	0.000156569	1.61565e-08	8.23209e-05	4.13245e-08	4.20775e-05	1.03211e-07	2.09565e-05	2.51603e-07	1.0266e-05	5.98406e-07	5.16261e-06	1.38795e-06	3.13802e-06
5.8	2.87783e-34	4.04661e-06	1.30678e-33	1.03269e-05	6.86008e-33	2.20132e-05	3.57802e-32	4.4402e-05	1.84336e-31	8.66003e-05	9.37726e-31	0.000163964	4.70934e-30	0.000301495	2.33447e-29	0.000538251	1.14204e-28	0.000932555	5.51266e-28	0.00156728	2.62512e-27	0.00255388	1.233e-26	0.00403309	5.71105e-26	0.00616974	2.60813e-25	0.00913907	1.17412e-24	0.0131028	5.20928e-24	0.0181755	2.27738e-23	0.0243841	9.80835e-23	0.0316288	4.16067e-22	0.0396532	1.73797e-21	0.048037	7.14717e-21	0.0562177	2.89295e-20	0.0635453	1.15229e-19	0.0693649	4.5153e-19	0.0731129	1.74026e-18	0.0744072	6.59531e-18	0.0731129	2.45718e-17	0.0693649	8.99714e-17	0.0635453	3.23685e-16	0.0562177	1.14385e-15	0.048037	3.96941e-15	0.0396532	1.35227e-14	0.0316288	4.52123e-14	0.0243841	1.4831e-13	0.0181755	4.77171e-13	0.0131028	1.50531e-12	0.00913907	4.65467e-12	0.00616974	1.41031e-11	0.00403309	4.18559e-11	0.00255388	1.21636e-10	0.00156728	3.46e-10	0.000932556	9.63032e-10	0.000538254	2.62175e-09	0.000301502	6.97853e-09	0.000163983	1.81546e-08	8.66464e-05	4.61409e-08	4.45165e-05	1.14521e-07	2.22906e-05	2.77462e-07	1.09828e-05	6.55928e-07	5.55897e-06	1.51236e-06	3.39946e-06
5.85	4.47048e-34	4.33324e-06	2.01202e-33	1.10194e-05	1.04787e-32	2.3381e-05	5.42281e-32	4.69273e-05	2.77206e-31	9.10717e-05	1.3992e-30	0.000171595	6.97235e-30	0.000314049	3.42945e-29	0.000558136	1.66472e-28	0.000962829	7.97345e-28	0.00161149	3.7676e-27	0.00261564	1.75595e-26	0.00411535	8.07066e-26	0.00627372	3.65737e-25	0.00926301	1.63383e-24	0.0132408	7.19339e-24	0.0183165	3.12077e-23	0.0245124	1.33383e-22	0.031725	5.61506e-22	0.039697	2.32771e-21	0.0480109	9.50014e-21	0.056111	3.81641e-20	0.0633575	1.50871e-19	0.0691074	5.86779e-19	0.0728081	2.2447e-18	0.0740857	8.44402e-18	0.0728081	3.12274e-17	0.0691074	1.13502e-16	0.0633575	4.05358e-16	0.056111	1.42207e-15	0.0480109	4.89925e-15	0.039697	1.65706e-14	0.031725	5.50077e-14	0.0245124	1.79165e-13	0.0183165	5.72389e-13	0.0132408	1.7931e-12	0.00926301	5.50617e-12	0.00627372	1.65686e-11	0.00411535	4.88389e-11	0.00261564	1.40974e-10	0.00161149	3.98336e-10	0.00096283	1.1014e-09	0.000558139	2.97892e-09	0.000314057	7.87823e-09	0.000171616	2.03651e-08	9.11231e-05	5.14355e-08	4.70542e-05	1.26876e-07	2.36865e-05	3.05532e-07	1.17374e-05	7.17986e-07	5.97901e-06	1.64577e-06	3.67817e-06
5.9	6.90989e-34	4.63501e-06	3.08264e-33	1.17461e-05	1.59283e-32	2.48098e-05	8.17945e-32	4.95521e-05	4.14899e-31	9.56957e-05	2.07808e-30	0.000179447	1.02756e-29	0.000326904	5.01537e-29	0.000578402	2.41586e-28	0.000993544	1.14825e-27	0.00165615	5.38412e-27	0.00267776	2.49018e-26	0.00419775	1.13579e-25	0.00637747	5.10786e-25	0.00938619	2.26445e-24	0.0133773	9.8943e-24	0.0184555	4.26006e-23	0.0246383	1.80703e-22	0.0318187	7.54986e-22	0.0397387	3.10631e-21	0.0479836	1.2583e-20	0.0560043	5.01722e-20	0.0631711	1.96869e-19	0.0688526	7.60016e-19	0.0725071	2.886e-18	0.0737683	1.07768e-17	0.0725071	3.95637e-17	0.0688526	1.42758e-16	0.0631711	5.06157e-16	0.0560043	1.76293e-15	0.0479836	6.03019e-15	0.0397387	2.0251e-14	0.0318187	6.6751e-14	0.0246383	2.15891e-13	0.0184555	6.84926e-13	0.0133773	2.13083e-12	0.00938619	6.49852e-12	0.00637747	1.94221e-11	0.00419775	5.68653e-11	0.00267776	1.6305e-10	0.00165615	4.57683e-10	0.000993545	1.25725e-09	0.000578405	3.37858e-09	0.000326913	8.87846e-09	0.00017947	2.28069e-08	9.5753e-05	5.72467e-08	4.96924e-05	1.40352e-07	2.51458e-05	3.35962e-07	1.25309e-05	7.84854e-07	6.42368e-06	1.78867e-06	3.97495e-06
5.95	1.0628e-33	4.95241e-06	4.70011e-33	1.25079e-05	2.40968e-32	2.63011e-05	1.22794e-31	5.22782e-05	6.18112e-31	0.000100474	3.07228e-30	0.000187522	1.50759e-29	0.000340059	7.30224e-29	0.000599046	3.49066e-28	0.00102469	1.64649e-27	0.00170124	7.66184e-27	0.00274023	3.5168e-26	0.00428027	1.59192e-25	0.00648096	7.10514e-25	0.00950861	3.12619e-24	0.0135125	1.3557e-23	0.0185926	5.79332e-23	0.0247618	2.43904e-22	0.0319099	1.01146e-21	0.0397783	4.13062e-21	0.0479549	1.66085e-20	0.0558975	6.57343e-20	0.0629862	2.56037e-19	0.0686006	9.81202e-19	0.0722098	3.69876e-18	0.073455	1.37116e-17	0.0722098	4.9974e-17	0.0686006	1.79026e-16	0.0629862	6.3021e-16	0.0558975	2.17941e-15	0.0479549	7.40208e-15	0.0397783	2.46837e-14	0.0319099	8.07943e-14	0.0247618	2.59501e-13	0.0185926	8.17621e-13	0.0135125	2.52631e-12	0.00950861	7.6525e-12	0.00648096	2.27176e-11	0.00428027	6.60726e-11	0.00274023	1.88205e-10	0.00170124	5.24854e-10	0.00102469	1.4325e-09	0.00059905	3.82504e-09	0.000340069	9.98863e-09	0.000187547	2.54999e-08	0.000100538	6.36158e-08	5.24332e-05	1.5503e-07	2.667e-05	3.68906e-07	1.33647e-05	8.56815e-07	6.89397e-06	1.94156e-06	4.29063e-06
6	1.62681e-33	5.28593e-06	7.13222e-33	1.33058e-05	3.62835e-32	2.78563e-05	1.83494e-31	5.51074e-05	9.16664e-31	0.000105409	4.52175e-30	0.00019582	2.20208e-29	0.000353516	1.05857e-28	0.000620066	5.02208e-28	0.00105627	2.35101e-27	0.00174675	1.0858e-26	0.00280302	4.94647e-26	0.0043629	2.22231e-25	0.0065842	9.84462e-25	0.00963025	4.29924e-24	0.0136464	1.85053e-23	0.0187278	7.84925e-23	0.0248831	3.28016e-22	0.0319988	1.35023e-21	0.0398158	5.47357e-21	0.0479251	2.1847e-20	0.0557908	8.58362e-20	0.0628026	3.31902e-19	0.0683513	1.26272e-18	0.0719161	4.72564e-18	0.0731457	1.73925e-17	0.0719161	6.29368e-17	0.0683513	2.2386e-16	0.0628026	7.82463e-16	0.0557908	2.6869e-15	0.0479251	9.06193e-15	0.0398158	3.00089e-14	0.0319988	9.7547e-14	0.0248831	3.11162e-13	0.0187278	9.73726e-13	0.0136464	2.98835e-12	0.00963025	8.99156e-12	0.0065842	2.65159e-11	0.0043629	7.66133e-11	0.00280302	2.16811e-10	0.00174675	6.00743e-10	0.00105627	1.6292e-09	0.00062007	4.32295e-09	0.000353527	1.12189e-08	0.000195849	2.84654e-08	0.00010548	7.05862e-08	5.52784e-05	1.70996e-07	2.82608e-05	4.04525e-07	1.424e-05	9.34162e-07	7.39086e-06	2.10493e-06	4.62607e-06
6.05	2.47831e-33	5.63606e-06	1.07723e-32	1.41408e-05	5.43818e-32	2.94767e-05	2.72953e-31	5.80415e-05	1.35334e-30	0.000110502	6.62574e-30	0.000204343	3.20256e-29	0.000367273	1.52799e-28	0.000641458	7.195e-28	0.00108826	3.34311e-27	0.00179268	1.5325e-26	0.00286613	6.92956e-26	0.00444562	3.09017e-25	0.00668715	1.35878e-24	0.00975112	5.8901e-24	0.0137789	2.51662e-23	0.0188611	1.05961e-22	0.025002	4.39561e-22	0.0320853	1.79617e-21	0.0398513	7.22833e-21	0.047894	2.86415e-20	0.0556841	1.11718e-19	0.0626204	4.28869e-19	0.0681046	1.61993e-18	0.0716259	6.01918e-18	0.0728402	2.19959e-17	0.0716259	7.90316e-17	0.0681046	2.79129e-16	0.0626204	9.6882e-16	0.0556841	3.30368e-15	0.047894	1.10651e-14	0.0398513	3.63905e-14	0.0320853	1.17484e-13	0.025002	3.72219e-13	0.0188611	1.15696e-12	0.0137789	3.52701e-12	0.00975112	1.05421e-11	0.00668715	3.08848e-11	0.00444562	8.86572e-11	0.00286613	2.49283e-10	0.00179268	6.86326e-10	0.00108826	1.8496e-09	0.000641463	4.87732e-09	0.000367285	1.258e-08	0.000204375	3.17263e-08	0.00011058	7.82039e-08	5.82298e-05	1.8834e-07	2.99197e-05	4.4299e-07	1.5158e-05	1.0172e-06	7.91539e-06	2.27933e-06	4.98212e-06
6.1	3.75792e-33	6.00328e-06	1.61955e-32	1.50139e-05	8.11385e-32	3.11639e-05	4.04216e-31	6.1082e-05	1.98925e-30	0.000115755	9.66669e-30	0.000213093	4.63773e-29	0.00038133	2.19633e-28	0.000663219	1.02655e-27	0.00112067	4.73456e-27	0.00183901	2.15434e-26	0.00292953	9.66962e-26	0.00452841	4.28038e-25	0.0067898	1.86833e-24	0.00987119	8.03967e-24	0.01391	3.40998e-23	0.0189925	1.42531e-22	0.0251187	5.86976e-22	0.0321695	2.3812e-21	0.039885	9.51357e-21	0.0478619	3.74257e-20	0.0555774	1.44937e-19	0.0624396	5.52423e-19	0.0678605	2.07181e-18	0.0713393	7.64381e-18	0.0725385	2.77363e-17	0.0713393	9.89592e-17	0.0678605	3.47077e-16	0.0624396	1.19632e-15	0.0555774	4.05136e-15	0.0478619	1.34764e-14	0.039885	4.40196e-14	0.0321695	1.41154e-13	0.0251187	4.44215e-13	0.0189925	1.37156e-12	0.01391	4.15365e-12	0.00987119	1.23339e-11	0.0067898	3.59e-11	0.00452841	1.02393e-10	0.00292953	2.86074e-10	0.00183901	7.82673e-10	0.00112067	2.09616e-09	0.000663225	5.49357e-09	0.000381344	1.40838e-08	0.000213128	3.53066e-08	0.000115841	8.65176e-08	6.12892e-05	2.07157e-07	3.16484e-05	4.84476e-07	1.61202e-05	1.10625e-06	8.46856e-06	2.46528e-06	5.35968e-06
6.15	5.6721e-33	6.38806e-06	2.42391e-32	1.5926e-05	1.20521e-31	3.29192e-05	5.95975e-31	6.42307e-05	2.91132e-30	0.000121169	1.40433e-29	0.000222069	6.6879e-29	0.000395686	3.14398e-28	0.000685347	1.4587e-27	0.00115348	6.67839e-27	0.00188572	3.01662e-26	0.00299321	1.34411e-25	0.00461124	5.90657e-25	0.00689214	2.55941e-24	0.00999047	1.09337e-23	0.0140398	4.60394e-23	0.019122	1.91049e-22	0.0252332	7.81132e-22	0.0322515	3.14614e-21	0.0399167	1.248e-20	0.0478287	4.87461e-20	0.0554707	1.87439e-19	0.0622601	7.09377e-19	0.067619	2.64175e-18	0.071056	9.67838e-18	0.0722406	3.48743e-17	0.071056	1.23565e-16	0.067619	4.30389e-16	0.0622601	1.47331e-15	0.0554707	4.95541e-15	0.0478287	1.6372e-14	0.0399167	5.31182e-14	0.0322515	1.69192e-13	0.0252332	5.28922e-13	0.019122	1.62236e-12	0.0140398	4.88111e-12	0.00999047	1.44004e-11	0.00689214	4.16461e-11	0.00461124	1.18028e-10	0.00299321	3.27687e-10	0.00188572	8.90953e-10	0.00115348	2.3715e-09	0.000685353	6.17753e-09	0.000395701	1.57425e-08	0.000222108	3.92321e-08	0.000121264	9.55785e-08	6.44583e-05	2.27544e-07	3.34484e-05	5.29166e-07	1.71276e-05	1.20163e-06	9.05142e-06	2.66335e-06	5.75964e-06
